,Comment
4953,These whoooooooo will haunt my dreams
4954,마크 마이크 돌아간 것 조차 웃기다 ㅜㅜ
4955,마크 보러 왔다 규진이가 보이네 이젠 담우 지만..오랫만에 반가웠어
4956,쓰리따우전포 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
4957,ㅋㅋㅋㅋㅋㅋㅋ 원훈이형 얼굴 큰편이었네
4958,DNA면 멤버를 아데닌A 구아닌G 티민T 사이토신C로 하셨어야지 ㅋㅋㅋㅋ
4959,쓰리따운즈포 스밍 가자ㅠㅠ~~
4960,갓 츄
4961,브릭스랑 메기 본명 머에ㅣ요??
4962,이러다 진짜 노래내고 뮤뱅에  나올까봐 조금 무서워요
4963,츄 진짜 미쳤다
4964,아직도 솔솔랭랭도 모르고 안해본사람이 있더냐ㅋㅋㅋ
4965,츄 예쁘다
4966,Woahhh I can hear the teasing from the other dream member
4967,아 시발 진짜 존나웃기다ㅜㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅠㅠㅠㅜㅜㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ미친건가
4968,와 츄~
4969,조진세님 앞머리 옆으로좀 해주세요 눈이 잘 안보여요 ㅠㅠ
4970,홈택스 사랑해~~~
4971,이마크사랑해
4972,오… 근데 진짜 한번에 못보겠다.. ㅎㅎㅎㅎㅎ
4973,와 ... 숏박스에 츄랑 마크가 나오네
4974,Dna 마크 강제 웃참챌린지 하게 해주네..
4975,DNA....민희진이 뭐라 할까?!
4976,중간에 라이즈~~!! 언급 감사합니답
4977,진세 시스루 킹받아ㅠ 자꾸 배꼽이랑 눈 마주쳐
4978,츄 마크 나오자마자 눈이 환해짐
4979,츄 연기해도 되겠는데? 엄청 자연스럽게 잘하는듯
4980,이마크 섭외 잘했다ㅏ
4981,하 이마크 오빠 엔시티랑 얼마나 친한거야...
4982,마크 배우해두 되겟어!!!!!!!!
4983,투웨이브 해체하고 간조가 DNA 멤버로 다시 데뷔한건 몰랐네요..
4984,츄 존나이쁘다..
4985,제멜로?인사할때 박수소리 끔ㅋㅋㅋㅋㅋㅋㅋㅋ
4986,제멜로 논란 터졌는데 왜 해명안하냐 소속사야 ㅡㅡ
4987,미리보기 이미지 보는 순간 내 두눈을 의심했다
4988,호우~
4989,알리바바만 알리바바고 나머지 40명 혁자 돌림인거 얼척없네 ㅌㅋㅋ
4990,ㅅㅂ 돌알못 머글인데 마크 존잘이네 진짜 미칭ㄴ
4991,와 츄랑 마크가 왜 여기 있엌ㅋㅋㅋㅋㅋ 와 숏박스 장난 아니다
4992,츄님이 다했네요!
4993,디아4 네크를 검색했는데 썸네일때문인지 이게 나오네...
4994,pls consider eng subs for international fans
4995,모든게 변경된 리그오브레전드 솔솔랭랭으로 꿩먹고 알먹기
4996,썸네일 실수함?
4997,형들 도대체 왜 제임스씨를 썸네일로 한건데???
4998,아 이마크 개귀여워
4999,이마크 미친 진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
5000,마크야 ㅋㅋㅋ 잘한다 ㅋㅋㅋㅋㅋ
5001,안상규 ㅋㄲㅋㄱㅋ머냐
5002,마크 존잘이다
5003,ㅁㅊ 이마크 개기여워
5004,마크 나왔다는 소식에 달려왓습니다!!
5005,ㅋㅋㅋㅋㅋ 진짜 재밌어
5006,워메....ㅆㅣ이벌..
5007,맥이랑 브릭스는 무슨 잘못했어요?
5008,진짜 데뷔할 것 같아서 무섭다
5009,라이엇이 인정한 +솔솔랭랭+ 어뷰징은 우리도 어쩔수없어 일좀해 라이엇!!
5010,마크야 사랑해
5011,츄랑 마크는 알겠는데 그 뒤에 벌레들은 누구인가요?
5012,DNA 진짜 노래내면 개웃기겠다
5013,안상규 ㅋㅋㅋ 미치겄다.
5014,아 진짜 골때린다
5015,아니 마크 나오는줄 알았으면 더 빨리 봤지 ㅋㅋㅋㅋㅋㅋㅋㅋ 썸넬 때문에 클릭할까말까하다가 한 3일만에 클릭한듯 ㅋㅋㅋㅋ
5016,근데 현실과 가깝다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
5017,DNA말고 RNA
5018,돌려말할것도 없을뿐더러 거짓말칠 이유도 없어요 ㅎㅎ 솔솔랭랭!! 직접확인해보록해 꾸루잼
5019,알리바바 멤버 혁자 돌림 미쳤다 ㅋㅋㅋㅋㅋㅋ
5020,DNA VS 갤럭시 키즈
5021,삼천포인입니다 많이 와주이소~
5022,와씨 츄라고? 이 형들 성공했다
5023,마크 존잘...
5024,뭐야 마크야.. 네가 왜 거기서 나와…?
5025,원훈씨 대답.
5026,아 뭐야 마크 나오는 줄 몰라서 영상 안 볼 뻔했잖아요;;
5027,can you add the english sub please?
5028,진짜 숏박스시리즈중에 안했으면하는... 시리즈... 제발... 영상보다....토할거...같...아요
5029,마크 목소리만 왜 더 작게 들리죠ㅠㅠ 제 핸드폰 문제인가
5030,DNA 컴백 안 축하드려요  항상 응원하지 않을께요 안 사랑해용 !!
5031,지금 마크가 나온게 맞니... 나 지금 취해서 막 헛것이 아닌ㄴ그ㅡ지...???
5032,지성아 미안해...ㅠㅠㅠ
5033,음악방송에 나오면 겁나 웃기겠다ㅋㅋㅋㅋㅋㅋ
5034,오ㅏ..........역대급으로 보기 힘들다..........ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
5035,유튜브 대통령 김원훈님 피식대학 양아치등 집합 좀요 ㅋㅋ
5036,츄 넘오 좋다
5037,그래서 컨셉은 태극기인거죠?
5038,알리바바 40인 ㅋㅋㅋㅋㅋㅋㅋㅋ 변혁 병혁 권혁 건혁 개혁 반혁 ㅋㅋㅋㅋㅋㅋ 아 ㅋㅋㅋㅋㅋㅋㅋ
5039,그래.. 집사도 음방갔는데  가야쥐
5040,미치겠다 ㅋㅋㅋㅋㅋ
5041,츄 이쁘다
5042,마크 마이크 꺼꾸로 든거 존나귀얍노
5043,DNA는 알겠는데 앞에 두명은 누구고
5044,마크야 ㅈㄴ설렌다..왜지?
5045,마크 잘생긴건 알았는데... 진짜 잘생겼다
5046,츄랑 마크가 여기왜나와??ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ라인업 미쳐따
5047,Please eng sub !!!
5048,썸네일 너무 폭력적이네요
5049,미치것네ㅋㅋㅋㅋㅌㅋ
5050,마크 졸기탱
5051,이정도면 음반 내야됨 ㄹㅇ
5052,츄냥이나 보러가야겠다
5053,이야 ㅋㅋㅋㅋㅋㅋ 이제 츄랑 마크랑 섭외력들이 점점 좋아지는구나
5054,우리 DNA 악플만 달리도록 노력하자!!
5055,4분 보다가 꺼버렸다...우우우욱..
5056,미안해요 더 못 보겠어요
5057,썸네일 킹받네요 ㅋㅋㅋㅋㅋㅋㅋ
5058,아 원훈에 서클 개킹받
5059,조진세 미치겟네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
5060,마크 진짜 김수현 닮았다…..
5061,DNA라 해서 순간 방탄인가? 했는데       엽떡접인 동물들이었
5062,아니 마킄ㅋㅋㅋㅋㅋㅋㅋㄱㅋㄱ
5063,kak rem lu kok imut banget
5064,제멜로 설마 시스루 입은거임?
5065,어쩌다 이지경까지 와있는거지...
5066,DNA 안티될것같아.. 마크 닮았다고? 마트앞 흔들거리는 풍선아니야?ㅋㅋㅋㅋㅋ 마크 표정 안좋은게 더 웃김ㅋㅋ
5067,로날두가 몇명이여
5068,라이브 논란 터지진 않겠네....  축하해요
5069,아니 왜 원훈 얼굴을 대문에 걸어
5070,무대는 안할꺼지…?
5071,this is crazy
5072,와 츄다 !!!!
5073,데뷔도 안했는데 컴백부터 하는 DNA
5074,안상규벌꿀ㅋㅋ개웃겨ㅋ
5075,아 ㅋㅋ 존나킹받아 ㅋ큐ㅠ
5076,Wing wing 안상규
5077,강철멘탈이 아니라 유리멘탈인거 같은데ㅋㅋ
5078,안상규 개그맨이었나요?? 아시는분 답변좀ㅜㅜ
5079,삼천포 가지 말고 부산 가시길(웃음웃음)
5080,팀원 킥서비스 간조 아니냐?
5081,썸네일이 잘못했네
5082,쓰리따우즌포ㅋㅋ삼천포ㄲㅋㅋㅋㄱㅋㄱㄱㄱ
5083,아니 우리 마크 나온줄 알았으면 바로 봤지!
5084,WAITING FOR ENGLISH SUBSSS PLEASE
5085,고소 안먹어요?
5086,필터 왤케 안개낌?
5087,하여튼섭외력은넘버원이라니까~~
5088,마크 엠씨잘하네 ㅋㅋㅋㅋㅋㅋㅋㅋ긋굿
5089,못봐주겠어욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅠㅠ
5090,DNA 도쿄돔 까지 가자
5091,이번편은 손발이 너무 괴로워서 다 못 봄 ㅠ
5092,현실은 팬들 다 쳐다보고 있어서 저런거 안됨 ㅋㅋ
5093,와~~~ 츄님이 나왔다
5094,썸네일 무슨 방청객이고..
5095,ㅋㅋㅋㅋㅋㅋ진짜 웃기네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
5096,섭외력 미쳤네
5097,우워워워
5098,서브서브보컬 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
5099,해체 안했어...?
5100,숏박스는 나락 조심해주세요 제발
5101,대답강요하는 츄나와서 이번건 스킵할게요
5102,ㅋㅋㅋㅋㅋㅋㅋ둘이 머리색 태극기인가?ㅋㅎㅋ
5103,세상에서 가장 멋진 벌레 ㅋㅋㅋㅋ
5104,진짜 데뷔할까봐 무섭다
5105,아..안상규..?
5106,zㅋㅋㅋㅋㅋzzzzzzzz 아 개웃겨
5107,쇼박스 클라스가
5108,뚜리따우즌뽀우!
5109,나 진짜 숏박스 좋아하는데 이건 인하면 안되나
5110,알리바바 40명중에 방시혁은 왜없나요?
5111,호우~~~호우~~~빠져보세요~~호우~~~
5112,ㅠㅠㅠㅠ
5113,아니 근데 츄랑 마크두고.. 썸네일을 어캐...
5114,츄 얼굴 미쳤ㅈ다
5115,김원훈 군번줄 차고있는거임??ㅋㅋㅋㅋ
5116,삼천포ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
5117,절절포
5118,아아…
5119,섭외력 ㄷ
5120,숏박스에 마크가.....ㄷㄷㄷㄷㄷㄷ
5121,DNA 팬이다 안티팬
5122,츄다아!!!
5123,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
5124,알리바바와 40인의 도둑들ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
5125,섭외 어케 했어..?
5126,진세님 배꼽 보여요
5127,우리 애가 왜 여기에………………………..
5128,마크는 몸이 진짜 몇개지…
5129,마크한테 저 표정 받기 힘든데 해찬이 아니면 진짜 못 받은데
5130,썸네일 제발 바꿔주세요 ㅜㅜ 부탁이에요
5131,야레야레...
5132,들어오는데 큰 용기가 필요했다
5133,왜 조진세 나올때 함성 안해줘 ㅋㅋ ㅠ
5134,кто-то объяснит мне что тут происходит?
5135,제멜로 뱃살 시스루로 계속 보이는 거 킹받네 ㅋㅋ
5136,재네 둘 어떡하냐?!? ㅋㅋㅋㅋ
5137,왜 찬혁은 없어요???
5138,누가 마크 마이크 좀 돌려주세요ㅠ
5139,내 수면제 DNA
5140,쓰리 싸우전포 삼천포ㅋㅋㅋㅋㅋㅋ미친ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
5141,English subtitle please
5142,진짜 대뷔할까봐 더무섭다
5143,뜨리 따우젼 뽀   ㅋㅋㅋ
5144,하..더이상 못보겠다. 정은아 쏴라
5145,마크 미치 ㄴ개 잘생
5146,LET US IIIIIINNNNNNNNNNN ENG SUBS PLEAAAAAASSSEEEEEEEEEE
5147,항마력 딸려서 인사 두번째에서 껐습니다..
5148,아 라이즈 왜 섭외 안했어요....
5149,마크가나오는데썸네일이…
5150,숏박스 영상중 최초로 끝까지 못봄
5151,츄 마크때문에 보고 갑니다
5152,뭐지 이번편은
5153,츄의 꽁냥이는 필터빨이었네
5154,마크야..!
5155,Do Not Appear... Plz..
5156,장이수어디갔어요
5157,하 포인트가 뭔지 알거 같아서 너무 웃김
5158,막내 j 환은 어디갓음?
5159,마크야은근슬쩍우리애들노래홍보하는거너가해달라고한거냐..?ㅋㄱㅋㄱㅋㄱㄱ 뭐든 다 고맙다 잘생겨줘서 고맙고 ㅋㄱㅋㄱㅋㄱㅋㄱ
5160,아놔 이마큰ㅋㄹㅋㄱㅋㅋㅋㅋㄱㅋㄱㅋㅋㅋㅋㄱㅋㅋㄱㅋㅋㅋㄱㅋㄱㅋㅋㅋㅋㄱㅋㄱㅋㄱㅋㅋㅋㄱㅋㄱㅋㄱㅋ
5161,진세 배꼽 개빡치네!!!!
5162,간조 투웨이브 그만두고 DNA로 갔구나…
5163,썸넬 킹받아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
5164,나진짜 츄 .....
5165,썸네일보고 안볼라했는데 들어와보니 츄가있네 ㅋㅋㅋㅋㅋ썸네일 누가골랐냐..
5166,썸네일ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
5167,츄는 안웃으면 세상 이쁜데
5168,chuu mark 🩷
5169,ENGLISH CAPTIONS PLS
5170,죄송해요 이번편은 너무 오글거려서 다 못 보겠어요..
5171,마크 부분만 골라 봄ㅋ
5172,. 엔마크제남친남편입니당.
5173,츄 연기 왜케잘함?
5174,Goback DNA
5175,마크라니... 썸네일 바꾸자... 마크다 마크
5176,마크 ㅈㄴ귀엽네
5177,엇 츄다!
5178,쓰리 싸우전 포~ 수능금지곡으로 확정
5179,마크 정색이 레알개읏김
5180,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
5181,후우 삼식이삼촌보러가자
5182,DMZ 가 어울림읔......
5183,닮았다고 하니까 마크 표정 ㅋㅋㅋㅋㅋㅋㅋㅋ
5184,끝까지 못 보겠다 ㅠ
5185,이마크헤헿
5186,서브서브 보컬 ㅋㅋㅋㅋ
5187,김원훈 잘생겼다
5188,마크 개잘생겼네.........
5189,마크 섭외력 무엇
5190,서브서브보컬 ㅋㅋㅋㅋ
5191,마크 어케 섭외함ㅋㅋㅋㅋ
5192,제이환이 있었으면 좋겠습니다.
5193,마크 겁나 잘생겼네
5194,안상규벌꿀 흥해라
5195,근데 요즘 왜 엄지 출현안함?
5196,츄…? 마크…? 내가 잘못 본줄
5197,염색체는 비슷하네.. 근데 마크는 마인크래프트 줄임말인가?
5198,츄 개이쁘다ㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏ
5199,DNA 환호 소리 얼마 없는거 ㅋ ㅋㅋ
5200,악 오늘건 좀 보기힘드네요
5201,버거운 썸네일보고 바로클릭했다 ㅋㅋㅋㅋ
5202,엄지 왜 안나옴?
5203,와.... 츄가 여기나오네 ㅋㅋㅋㅋ 숏박스 섭외력 돌았네.... 윤석열도 섭외가능?
5204,이러다 팬싸도 하겟네
5205,계속 호우 하는거 개열받아 ㅋㅋㅋ
5206,근데 마크 는 마인크레프트 줄인말임?  본명이 제임스 인가
5207,어지럽다
5208,썸네일 바꾸ㅕ요
5209,썸네일이 잘못했네..
5210,개웃기네
5211,이마크 ㅠㅠ
5212,염색체 뿌리 뽑아 흙속의 지렁이가 되고 싶다
5213,보이즈를 보ㅈ라고 읽은 사건ㅋㅋㅋ 개웃기던데
5214,안상규 개터졌네
5215,아 힘들다
5216,츄 존나귀엽긴하지
5217,Please give us eng subs pls
5218,DNA 소속사 진짜 일 못하는 거 아닌지……… DNA 센터 진지하게 바꾸셔야 할 것 같아요 ㅠㅠ 안목 개 없음 진짜
5219,mubank x music core lmaoooo
5220,힘들어...
5221,남자 진심 저 얼굴이 인기가 있단거야?
5222,English Subtitle Please
5223,알리바바 시발 혁자 돌림 ㅈㄴ 웃기네 시바 미쳤납ㄴㄹ롴ㅋㅋㅋㅋㅋㅌㅌㅋ
5224,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
5225,아 ㅆㅂ 존나 웃기면서 오글거리나 킹받네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
5226,진짜 힘드네
5227,조진세 하관 가리고 보면 나재민 닮은 듯
5228,마크 연기 실화냐….ㅅㅂ
5229,진세형 턱 작아진거 같은데
5230,감히 마크랑츄 를 나락으로 !!ㅋㅋㅋㅋㅋㅋ
5231,나 왜 창피하지…?
5232,난 왜 DNA는 BTS만 알지
5233,놀라는 연기 잘하려면 걍 욕 섞으면 되는데 ㅋㅋㅋㅋㅋㅋ
5234,아니 츄랑 마크가 나오다니  ㅋㅋㅋㅋㅋ ㅁㅊㄷ
5235,eng subs plssss
5236,쓰리싸우전드포 ㅋㅋㅋㅋㅋㅋㅋ
5237,써브써브 보컬 ㅋㅋㅋㅋ 존재 의미 있음? ㅋㅋㅋㅋㅋㅋ
5238,적어도 마크보단 김원훈이 잘생긴 것 같은데....ㅋㅋㅋㅋ
5239,썸네일 개킹받아
5240,인내심 테스트임?
5241,아 너무 화나
5242,ㅋㅋㅋ 이거 뭐짘ㅋㅋ
5243,와 츄랑 마크라니 ㅋㅋㅋㅋㅋㅋㅋㅋ
5244,간조와 만조 만큼  더 킹받네 ㅋㅋㅋ
5245,재밌어보이길래 들어왔다가 츄 보고 나간사람 개추
5246,조진세 여며.. 여미라고
5247,우울해서 웃으려고 틀었는데 더 우울해지노 ㅡㅡ
5248,섭외 어캐 했노
5249,엽떡 땡기네
5250,썸네일 개킹받네..
5251,제발 어그로좀 끌엌ㅋㅋㅋㅋㅋㅋㅋ
5252,츄보러 왔으면 개추
5253,츄랑 마크 섭외?ㅋㅋㅋ ㄹㅈㄷ네
5254,리더 찰스 <<<< 유부남인데 논란 하나도 안되네
5255,뭐야 마크가 왜 여기서 나와
5256,마크야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
5257,아이씨 이건 못봐주겠다 진짜
5258,9분....길었다....
5259,엠씨 저거 설윤이랑 범규구나 ㅋㅋ
5260,이번편은 쫌 지루..게스트빨
5261,와우 조진세 시스루입어서 배꼽보이누 ㅋㅋㅋㅋㅋㅋ
5262,츄가 조오오오오오으을르라~ 고생했다 진짜.
5263,찰스 회사는 망했나 봐요
5264,숏박스 사상 역대급 최악의 영상ㅋㅋㅋ
5265,뭐하는거임??
5266,숏박스맞나?
5267,츄보다 원훈?
5268,그냥 DANA가라~
5269,마크가왜나와!!
5270,SO FUNNY
5271,자기소개 할때 조진세만 조용하냐...ㅠㅠ
5272,썸네일 뱀파이어 뭐고
5273,츄랑 마크 덕에 이정도 나온 듯 ㅋ
5274,제발 썸네일 바꿔... ....... 어우..
5275,츄 졸라이쁘네
5276,킹받아...
5277,진짜 보기힘들다
5278,제브라인가? 저분만 팬들 환호가 없네 ㅠㅠ
5279,내눈엔 츄만 보여   진짜 츄쁘다
5280,이래서 음악프로를 안보게 되는구나 졸리네
5281,못 보겠어...
5282,아니 dna이라길래 방탄 나오나 했네 ㅋㅋㅋ
5283,ㅅㅂ썸넬개킹받네.
5284,Chuu ran back to Yves omg
5285,알리바바와 40인의 도둑들
5286,떳다 내 배꼽냄새!
5287,이거보고 연락해라 개구리
5288,🫠🫠
5289,함성 차별 하는거ㅋㅋㅋㅋㅋ
5290,DNA 동남아 아닙니까?
5291,뮤뱅ㅋㅋㅋㅋ실화냐 엠씨
5292,지들만 좋은거 하고 보는 사람은 민망하고….
5293,그저 츄
5294,뻐킹 디스거스팅
5295,이 아저씨들 화장에 재미들였네 어유
5296,츄가 엄지인줄
5297,nakkaaiyak
5298,아 고퀄이라 하나같이 다 빠따마렵네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
5299,아 ㅅㅂ 츄랑 마크 나오는 줄 알았으면 뜨자마자 왔죠 하...
5300,진짜 얼굴빼고 다가졋다 진세원훈
5301,ㅋㅋㅋㅋ이거 보니까 국힙이 코메디에 씨게 긁힌거 더 이해안되네ㅋㅋㅋ
5302,ㅋㄱㅋㅋㅋㅋㅋㄱㅋㅋㄱㅋㄱㄱㅋㄱㅋㅋㄱㅋㄱㅋㄱ미치게따진짜롴ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㄱ
5303,염색체... ㅋㅋㅋㅋㅋㅋㅋ
5304,ㅋㅋㅋㅋ 둘다 언니라고 부르노
5305,너무 뻔뻔해서 얼탱이가 없다..ㅋㅋㅋㅋㅋㅋㅋㅋ
5306,서브서브보컬을 맡고있는 제 별로에요
5307,섬네일 진짜 클릭하게 싫게 생김
5308,갤럭시 키즈어디갂냐
5309,썸네일 킹받네
5310,걍 뮤직뱅크 엠씨 츄랑 마크로 바꿔라
5311,Sub English please
5312,숏박스 dna을 섭외하네 네 최악 제멜로!!
5313,삼천포 지역 비하발언 많이 나오넴
5314,마크는 왜이리 잔바리 처럼 보이냐 ㅋㅋㅋㅋㅋㅋㅋㅋ
5315,배꼽 시강ㅋㅋ
5316,어 후 이번껀 보기 힘들다
5317,하...
5318,3004 ㅋㅋㅋㅋㅋㅋㅋㅋ
5319,남자애 양악 해야겠네
5320,조진세 ㅋㅋ ㅋㅋㅋㅋㅋ   ㅋㅋㅋㅋㅋ  ㅋㅋㅋㅋㅋ
5321,채널 추천 안함…
5322,아니 츄랑 마크라니…
5323,어우 무섭다
5324,마크야ㅠ
5325,존나 킹받네
5326,41명 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
5327,DNA님. 컴백해서 즐거우세요? 아 즐거우시냐고요 ㅎ BTS 한테 밟히실 수 있죠? 왜 웃어요? ㅋㅋ 진짜 궁금한건데
5328,DNA보다 알리바바 노래가 더좋음 !! ㅋㅋㅋ
5329,아오 열받아 ㅋㅋㅋㅋ
5330,아 ㅈㄴ 열받는다
5331,츄랑마크???
5332,삼천퐄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
5333,츄
5334,턱진세 옵하 쨔응!!!!
5335,염색체들 소리질러라니
5336,오ㅐ그러시는거에요
5337,ㅋㅋㅋㅋㅋㅋㅋ이게머지 웃김
5338,코뚱이 5년만에 챌린저?? 그건 솔솔랭랭 덕이지 ㅋㅋ
5339,뭐야.?????
5340,썸네일 못바꿈
5341,제이환 어디갔냐?
5342,알리바바와 40인 킹받네ㅋㅋ
5343,ㅅㅂ마크야️️
5344,또 밥먹다가 개열받게 하네 진짜;;
5345,아~~~~~~~이돌이긴하네요
5346,투웨이브 만큼 킹받네ㅋㅋㅋㅋ
5347,와 진짜 짜증난다
5348,츄 귀여우면 개추
5349,살짝 병맛ㅋ
5350,염색체들 소리질러 ㅇㅈㄹ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
5351,썸네일 감 다~뒤졌네 ㅋㅋ
5352,미친진세설마시스루임?
5353,나 이거 존나 웃긴데?ㅋㅋㅋㅋㅋㅋ
5354,마크라니
5355,DNA가 좀 잘못되신 듯여
5356,근데 조진세 각 그룹 메인보컬들 얼굴 여럿 보이네. ㅋㅋㅋ
5357,팰까
5358,끝까지 못보겠어요
5359,묻어
5360,재제
5361,츄가 부르니까 노래가 좋은데...?
5362,웃긴데?
5363,해체해
5364,할건 다하네 ㅋㅋ
5365,아 개빡치노
5366,아 항마력 딸려서 봣다껏다했네
5367,속이 안좋네요
5368,제멜로랑 마크 진짜 닮았는데??
5369,항마력 딸려서 못보겠어요 미안해요
5370,컴백 그만해요~!!!
5371,진짜이래요..?
5372,ㅋㅋㅋㅋㅋㅋ조진세 턱 존나 길엌ㅋㅋㅋㅋ
5373,썸네일 조원훈 꺼져
5374,아 마크야 ㅈㄴ 잘생겻다
5375,자기들끼리 호우 거리는거 개열받네ㅋㅋ
5376,썸네일 꼬라지 보소.
5377,마크인가 얘는 ㄹㅇ 연예인임..?
